Actual_dt,Actual_Value,ORA
2016-10-13,279,Wiltshire
2016-10-13,462,BNSSG
2016-10-13,2082,Trust
2016-10-13,207,Cornwall
2016-10-13,131,Gloucestershire
2016-10-13,511,Devon
2016-10-13,301,Dorset
2016-10-14,317,Dorset
2016-10-14,133,Gloucestershire
2016-10-14,285,Wiltshire
2016-10-14,190,Somerset
2016-10-14,468,BNSSG
2016-10-14,2169,Trust
2016-10-14,529,Devon
2016-10-14,242,Cornwall
2016-10-15,263,Cornwall
2016-10-15,216,Somerset
2016-10-15,322,Wiltshire
2016-10-15,550,BNSSG
2016-10-15,2335,Trust
2016-10-15,144,Gloucestershire
2016-10-15,329,Dorset
2016-10-15,508,Devon
2016-10-16,513,BNSSG
2016-10-16,170,Somerset
2016-10-16,262,Cornwall
2016-10-16,308,Wiltshire
2016-10-16,552,Devon
2016-10-16,321,Dorset
2016-10-16,2262,Trust
2016-10-16,135,Gloucestershire
2016-10-17,240,Cornwall
2016-10-17,175,Somerset
2016-10-17,538,Devon
2016-10-17,306,Dorset
2016-10-17,498,BNSSG
2016-10-17,262,Wiltshire
2016-10-17,2164,Trust
2016-10-17,143,Gloucestershire
2016-10-18,135,Gloucestershire
2016-10-18,245,Cornwall
2016-10-18,523,Devon
2016-10-18,177,Somerset
2016-10-18,280,Wiltshire
2016-10-18,286,Dorset
2016-10-18,2107,Trust
2016-10-18,457,BNSSG
2016-10-19,175,Somerset
2016-10-19,218,Cornwall
2016-10-19,2051,Trust
2016-10-19,454,BNSSG
2016-10-19,492,Devon
2016-10-19,284,Dorset
2016-10-19,286,Wiltshire
2016-10-19,139,Gloucestershire
2016-10-20,477,BNSSG
2016-10-20,195,Somerset
2016-10-20,2064,Trust
2016-10-20,142,Gloucestershire
2016-10-20,507,Devon
2016-10-20,266,Wiltshire
2016-10-20,253,Dorset
2016-10-20,223,Cornwall
2016-10-21,175,Somerset
2016-10-21,318,Dorset
2016-10-21,136,Gloucestershire
2016-10-21,546,Devon
2016-10-21,272,Wiltshire
2016-10-21,2204,Trust
2016-10-21,250,Cornwall
2016-10-21,505,BNSSG
2016-10-22,278,Cornwall
2016-10-22,297,Wiltshire
2016-10-22,2255,Trust
2016-10-22,483,BNSSG
2016-10-22,323,Dorset
2016-10-22,187,Somerset
2016-10-22,151,Gloucestershire
2016-10-22,533,Devon
2016-10-23,551,Devon
2016-10-23,186,Somerset
2016-10-23,2303,Trust
2016-10-23,142,Gloucestershire
2016-10-23,503,BNSSG
2016-10-23,345,Dorset
2016-10-23,316,Wiltshire
2016-10-23,254,Cornwall
2016-10-24,495,BNSSG
2016-10-24,487,Devon
2016-10-24,287,Dorset
2016-10-24,290,Wiltshire
2016-10-24,226,Cornwall
2016-10-24,191,Somerset
2016-10-24,2132,Trust
2016-10-24,154,Gloucestershire
2016-10-25,236,Cornwall
2016-10-25,282,Wiltshire
2016-10-25,438,BNSSG
2016-10-25,484,Devon
2016-10-25,144,Gloucestershire
2016-10-25,173,Somerset
2016-10-25,2053,Trust
2016-10-25,294,Dorset
2016-10-26,123,Gloucestershire
2016-10-26,497,Devon
2016-10-26,209,Cornwall
2016-10-26,172,Somerset
2016-10-26,296,Dorset
2016-10-26,300,Wiltshire
2016-10-26,424,BNSSG
2016-10-26,2022,Trust
2016-10-27,455,BNSSG
2016-10-27,2108,Trust
2016-10-27,220,Cornwall
2016-10-27,144,Gloucestershire
2016-10-27,188,Somerset
2016-10-27,523,Devon
2016-10-27,270,Wiltshire
2016-10-27,307,Dorset
2016-10-28,185,Somerset
2016-10-28,120,Gloucestershire
2016-10-28,222,Cornwall
2016-10-28,2110,Trust
2016-10-28,477,BNSSG
2016-10-28,288,Dorset
2016-10-28,499,Devon
2016-10-28,316,Wiltshire
2016-10-29,162,Gloucestershire
2016-10-29,307,Dorset
2016-10-29,530,BNSSG
2016-10-29,274,Cornwall
2016-10-29,537,Devon
2016-10-29,299,Wiltshire
2016-10-29,2317,Trust
2016-10-29,204,Somerset
2016-10-30,273,Cornwall
2016-10-30,359,Dorset
2016-10-30,2513,Trust
2016-10-30,155,Gloucestershire
2016-10-30,598,Devon
2016-10-30,579,BNSSG
2016-10-30,211,Somerset
2016-10-30,336,Wiltshire
2016-10-31,140,Gloucestershire
2016-10-31,168,Somerset
2016-10-31,230,Cornwall
2016-10-31,2189,Trust
2016-10-31,533,Devon
2016-10-31,321,Dorset
2016-10-31,318,Wiltshire
2016-10-31,479,BNSSG
2016-11-01,321,Dorset
2016-11-01,469,Devon
2016-11-01,263,Cornwall
2016-11-01,136,Gloucestershire
2016-11-01,171,Somerset
2016-11-01,481,BNSSG
2016-11-01,2138,Trust
2016-11-01,293,Wiltshire
2016-11-02,131,Gloucestershire
2016-11-02,271,Wiltshire
2016-11-02,246,Cornwall
2016-11-02,175,Somerset
2016-11-02,289,Dorset
2016-11-02,446,BNSSG
2016-11-02,492,Devon
2016-11-02,2052,Trust
2016-11-03,165,Somerset
2016-11-03,277,Wiltshire
2016-11-03,479,BNSSG
2016-11-03,275,Dorset
2016-11-03,2036,Trust
2016-11-03,469,Devon
2016-11-03,142,Gloucestershire
2016-11-03,227,Cornwall
2016-11-04,196,Cornwall
2016-11-04,133,Gloucestershire
2016-11-04,274,Wiltshire
2016-11-04,172,Somerset
2016-11-04,2022,Trust
2016-11-04,294,Dorset
2016-11-04,484,Devon
2016-11-04,464,BNSSG
2016-11-05,296,Wiltshire
2016-11-05,494,BNSSG
2016-11-05,234,Cornwall
2016-11-05,2301,Trust
2016-11-05,319,Dorset
2016-11-05,164,Gloucestershire
2016-11-05,240,Somerset
2016-11-05,552,Devon
2016-11-06,503,BNSSG
2016-11-06,190,Somerset
2016-11-06,2193,Trust
2016-11-06,134,Gloucestershire
2016-11-06,224,Cornwall
2016-11-06,284,Wiltshire
2016-11-06,553,Devon
2016-11-06,303,Dorset
2016-11-07,2151,Trust
2016-11-07,139,Gloucestershire
2016-11-07,304,Wiltshire
2016-11-07,319,Dorset
2016-11-07,199,Somerset
2016-11-07,456,BNSSG
2016-11-07,225,Cornwall
2016-11-07,508,Devon
2016-11-08,2029,Trust
2016-11-08,289,Wiltshire
2016-11-08,219,Cornwall
2016-11-08,472,Devon
2016-11-08,170,Somerset
2016-11-08,119,Gloucestershire
2016-11-08,462,BNSSG
2016-11-08,297,Dorset
2016-11-09,488,BNSSG
2016-11-09,127,Gloucestershire
2016-11-09,185,Somerset
2016-11-09,319,Dorset
2016-11-09,520,Devon
2016-11-09,2145,Trust
2016-11-09,297,Wiltshire
2016-11-09,205,Cornwall
2016-11-10,138,Gloucestershire
2016-11-10,305,Wiltshire
2016-11-10,440,BNSSG
2016-11-10,284,Dorset
2016-11-10,2038,Trust
2016-11-10,475,Devon
2016-11-10,184,Somerset
2016-11-10,212,Cornwall
2016-11-11,215,Cornwall
2016-11-11,146,Gloucestershire
2016-11-11,497,Devon
2016-11-11,2149,Trust
2016-11-11,175,Somerset
2016-11-11,325,Dorset
2016-11-11,471,BNSSG
2016-11-11,319,Wiltshire
2016-11-12,330,Dorset
2016-11-12,218,Somerset
2016-11-12,516,BNSSG
2016-11-12,337,Wiltshire
2016-11-12,158,Gloucestershire
2016-11-12,262,Cornwall
2016-11-12,563,Devon
2016-11-12,2385,Trust
2016-11-13,465,BNSSG
2016-11-13,327,Dorset
2016-11-13,324,Wiltshire
2016-11-13,2224,Trust
2016-11-13,546,Devon
2016-11-13,193,Cornwall
2016-11-13,176,Gloucestershire
2016-11-13,189,Somerset
2016-11-14,117,Gloucestershire
2016-11-14,308,Wiltshire
2016-11-14,2233,Trust
2016-11-14,512,BNSSG
2016-11-14,324,Dorset
2016-11-14,256,Cornwall
2016-11-14,193,Somerset
2016-11-14,520,Devon
2016-11-15,222,Cornwall
2016-11-15,282,Dorset
2016-11-15,478,BNSSG
2016-11-15,320,Wiltshire
2016-11-15,504,Devon
2016-11-15,2125,Trust
2016-11-15,180,Somerset
2016-11-15,136,Gloucestershire
2016-11-16,186,Somerset
2016-11-16,2193,Trust
2016-11-16,454,BNSSG
2016-11-16,314,Wiltshire
2016-11-16,129,Gloucestershire
2016-11-16,237,Cornwall
2016-11-16,547,Devon
2016-11-16,325,Dorset
2016-11-17,513,Devon
2016-11-17,178,Somerset
2016-11-17,2125,Trust
2016-11-17,299,Dorset
2016-11-17,477,BNSSG
2016-11-17,277,Wiltshire
2016-11-17,122,Gloucestershire
2016-11-17,256,Cornwall
2016-11-18,2167,Trust
2016-11-18,191,Somerset
2016-11-18,319,Dorset
2016-11-18,534,Devon
2016-11-18,273,Wiltshire
2016-11-18,478,BNSSG
2016-11-18,220,Cornwall
2016-11-18,149,Gloucestershire
2016-11-19,556,Devon
2016-11-19,537,BNSSG
2016-11-19,144,Gloucestershire
2016-11-19,323,Wiltshire
2016-11-19,249,Cornwall
2016-11-19,2358,Trust
2016-11-19,334,Dorset
2016-11-19,213,Somerset
2016-11-20,2315,Trust
2016-11-20,548,Devon
2016-11-20,513,BNSSG
2016-11-20,325,Dorset
2016-11-20,322,Wiltshire
2016-11-20,197,Somerset
2016-11-20,273,Cornwall
2016-11-20,137,Gloucestershire
2016-11-21,145,Gloucestershire
2016-11-21,315,Dorset
2016-11-21,497,BNSSG
2016-11-21,234,Cornwall
2016-11-21,186,Somerset
2016-11-21,2256,Trust
2016-11-21,309,Wiltshire
2016-11-21,568,Devon
2016-11-22,135,Gloucestershire
2016-11-22,186,Somerset
2016-11-22,234,Cornwall
2016-11-22,478,BNSSG
2016-11-22,514,Devon
2016-11-22,290,Wiltshire
2016-11-22,309,Dorset
2016-11-22,2150,Trust
2016-11-23,168,Somerset
2016-11-23,479,BNSSG
2016-11-23,494,Devon
2016-11-23,2090,Trust
2016-11-23,279,Wiltshire
2016-11-23,305,Dorset
2016-11-23,124,Gloucestershire
2016-11-23,240,Cornwall
2016-11-24,475,BNSSG
2016-11-24,226,Cornwall
2016-11-24,2237,Trust
2016-11-24,575,Devon
2016-11-24,209,Somerset
2016-11-24,287,Wiltshire
2016-11-24,317,Dorset
2016-11-24,147,Gloucestershire
2016-11-25,197,Somerset
2016-11-25,320,Dorset
2016-11-25,518,BNSSG
2016-11-25,2297,Trust
2016-11-25,332,Wiltshire
2016-11-25,249,Cornwall
2016-11-25,149,Gloucestershire
2016-11-25,532,Devon
2016-11-26,2421,Trust
2016-11-26,215,Somerset
2016-11-26,310,Wiltshire
2016-11-26,521,BNSSG
2016-11-26,608,Devon
2016-11-26,346,Dorset
2016-11-26,269,Cornwall
2016-11-26,149,Gloucestershire
2016-11-27,2334,Trust
2016-11-27,130,Gloucestershire
2016-11-27,542,Devon
2016-11-27,192,Somerset
2016-11-27,256,Cornwall
2016-11-27,324,Wiltshire
2016-11-27,547,BNSSG
2016-11-27,341,Dorset
2016-11-28,242,Cornwall
2016-11-28,207,Somerset
2016-11-28,321,Dorset
2016-11-28,497,BNSSG
2016-11-28,324,Wiltshire
2016-11-28,568,Devon
2016-11-28,138,Gloucestershire
2016-11-28,2301,Trust
2016-11-29,188,Somerset
2016-11-29,2139,Trust
2016-11-29,112,Gloucestershire
2016-11-29,479,BNSSG
2016-11-29,270,Wiltshire
2016-11-29,249,Cornwall
2016-11-29,305,Dorset
2016-11-29,531,Devon
2016-11-30,133,Gloucestershire
2016-11-30,221,Cornwall
2016-11-30,171,Somerset
2016-11-30,274,Wiltshire
2016-11-30,2028,Trust
2016-11-30,448,BNSSG
2016-11-30,295,Dorset
2016-11-30,481,Devon
2016-12-01,231,Cornwall
2016-12-01,306,Wiltshire
2016-12-01,143,Gloucestershire
2016-12-01,462,BNSSG
2016-12-01,506,Devon
2016-12-01,325,Dorset
2016-12-01,2151,Trust
2016-12-01,173,Somerset
2016-12-02,289,Wiltshire
2016-12-02,179,Somerset
2016-12-02,466,BNSSG
2016-12-02,2195,Trust
2016-12-02,561,Devon
2016-12-02,334,Dorset
2016-12-02,134,Gloucestershire
2016-12-02,231,Cornwall
2016-12-03,230,Cornwall
2016-12-03,2361,Trust
2016-12-03,348,Dorset
2016-12-03,161,Gloucestershire
2016-12-03,219,Somerset
2016-12-03,503,BNSSG
2016-12-03,321,Wiltshire
2016-12-03,577,Devon
2016-12-04,329,Dorset
2016-12-04,139,Gloucestershire
2016-12-04,2348,Trust
2016-12-04,318,Wiltshire
2016-12-04,514,BNSSG
2016-12-04,562,Devon
2016-12-04,282,Cornwall
2016-12-04,202,Somerset
2016-12-05,308,Wiltshire
2016-12-05,511,BNSSG
2016-12-05,216,Somerset
2016-12-05,267,Cornwall
2016-12-05,304,Dorset
2016-12-05,577,Devon
2016-12-05,2307,Trust
2016-12-05,123,Gloucestershire
2016-12-06,531,Devon
2016-12-06,113,Gloucestershire
2016-12-06,2178,Trust
2016-12-06,266,Cornwall
2016-12-06,464,BNSSG
2016-12-06,297,Dorset
2016-12-06,197,Somerset
2016-12-06,307,Wiltshire
2016-12-07,296,Dorset
2016-12-07,488,BNSSG
2016-12-07,2168,Trust
2016-12-07,304,Wiltshire
2016-12-07,119,Gloucestershire
2016-12-07,214,Somerset
2016-12-07,501,Devon
2016-12-07,245,Cornwall
2016-12-08,249,Cornwall
2016-12-08,130,Gloucestershire
2016-12-08,307,Dorset
2016-12-08,485,BNSSG
2016-12-08,2246,Trust
2016-12-08,295,Wiltshire
2016-12-08,227,Somerset
2016-12-08,551,Devon
2016-12-09,2258,Trust
2016-12-09,246,Cornwall
2016-12-09,135,Gloucestershire
2016-12-09,296,Dorset
2016-12-09,534,Devon
2016-12-09,318,Wiltshire
2016-12-09,193,Somerset
2016-12-09,532,BNSSG
2016-12-10,154,Gloucestershire
2016-12-10,234,Cornwall
2016-12-10,564,Devon
2016-12-10,328,Wiltshire
2016-12-10,232,Somerset
2016-12-10,544,BNSSG
2016-12-10,303,Dorset
2016-12-10,2362,Trust
2016-12-11,174,Somerset
2016-12-11,524,BNSSG
2016-12-11,2315,Trust
2016-12-11,161,Gloucestershire
2016-12-11,317,Dorset
2016-12-11,560,Devon
2016-12-11,304,Wiltshire
2016-12-11,270,Cornwall
2016-12-12,323,Wiltshire
2016-12-12,120,Gloucestershire
2016-12-12,251,Cornwall
2016-12-12,460,BNSSG
2016-12-12,325,Dorset
2016-12-12,2238,Trust
2016-12-12,549,Devon
2016-12-12,208,Somerset
2016-12-13,137,Gloucestershire
2016-12-13,220,Cornwall
2016-12-13,206,Somerset
2016-12-13,305,Wiltshire
2016-12-13,2201,Trust
2016-12-13,501,BNSSG
2016-12-13,304,Dorset
2016-12-13,524,Devon
2016-12-14,180,Somerset
2016-12-14,521,Devon
2016-12-14,130,Gloucestershire
2016-12-14,2073,Trust
2016-12-14,219,Cornwall
2016-12-14,448,BNSSG
2016-12-14,287,Wiltshire
2016-12-14,286,Dorset
2016-12-15,316,Wiltshire
2016-12-15,514,Devon
2016-12-15,138,Gloucestershire
2016-12-15,465,BNSSG
2016-12-15,225,Cornwall
2016-12-15,185,Somerset
2016-12-15,295,Dorset
2016-12-15,2139,Trust
2016-12-16,2200,Trust
2016-12-16,281,Wiltshire
2016-12-16,157,Gloucestershire
2016-12-16,543,Devon
2016-12-16,244,Cornwall
2016-12-16,216,Somerset
2016-12-16,443,BNSSG
2016-12-16,314,Dorset
2016-12-17,568,Devon
2016-12-17,300,Wiltshire
2016-12-17,214,Somerset
2016-12-17,2287,Trust
2016-12-17,143,Gloucestershire
2016-12-17,491,BNSSG
2016-12-17,243,Cornwall
2016-12-17,326,Dorset
2016-12-18,227,Somerset
2016-12-18,157,Gloucestershire
2016-12-18,320,Dorset
2016-12-18,342,Wiltshire
2016-12-18,2413,Trust
2016-12-18,511,BNSSG
2016-12-18,579,Devon
2016-12-18,276,Cornwall
2016-12-19,249,Cornwall
2016-12-19,135,Gloucestershire
2016-12-19,508,Devon
2016-12-19,285,Wiltshire
2016-12-19,2128,Trust
2016-12-19,185,Somerset
2016-12-19,308,Dorset
2016-12-19,454,BNSSG
2016-12-20,2003,Trust
2016-12-20,194,Somerset
2016-12-20,131,Gloucestershire
2016-12-20,473,BNSSG
2016-12-20,207,Cornwall
2016-12-20,254,Wiltshire
2016-12-20,275,Dorset
2016-12-20,467,Devon
2016-12-21,283,Wiltshire
2016-12-21,152,Gloucestershire
2016-12-21,181,Somerset
2016-12-21,522,Devon
2016-12-21,214,Cornwall
2016-12-21,2116,Trust
2016-12-21,471,BNSSG
2016-12-21,291,Dorset
2016-12-22,149,Gloucestershire
2016-12-22,459,BNSSG
2016-12-22,233,Cornwall
2016-12-22,529,Devon
2016-12-22,297,Wiltshire
2016-12-22,2137,Trust
2016-12-22,164,Somerset
2016-12-22,300,Dorset
2016-12-23,148,Gloucestershire
2016-12-23,2145,Trust
2016-12-23,263,Wiltshire
2016-12-23,172,Somerset
2016-12-23,322,Dorset
2016-12-23,496,BNSSG
2016-12-23,225,Cornwall
2016-12-23,517,Devon
2016-12-24,2386,Trust
2016-12-24,313,Wiltshire
2016-12-24,212,Somerset
2016-12-24,584,Devon
2016-12-24,160,Gloucestershire
2016-12-24,529,BNSSG
2016-12-24,327,Dorset
2016-12-24,260,Cornwall
2016-12-25,174,Somerset
2016-12-25,260,Cornwall
2016-12-25,308,Wiltshire
2016-12-25,493,BNSSG
2016-12-25,533,Devon
2016-12-25,296,Dorset
2016-12-25,148,Gloucestershire
2016-12-25,2214,Trust
2016-12-26,326,Dorset
2016-12-26,230,Somerset
2016-12-26,591,Devon
2016-12-26,145,Gloucestershire
2016-12-26,512,BNSSG
2016-12-26,2409,Trust
2016-12-26,289,Cornwall
2016-12-26,314,Wiltshire
2016-12-27,298,Cornwall
2016-12-27,2503,Trust
2016-12-27,602,Devon
2016-12-27,335,Dorset
2016-12-27,333,Wiltshire
2016-12-27,158,Gloucestershire
2016-12-27,555,BNSSG
2016-12-27,219,Somerset
2016-12-28,293,Dorset
2016-12-28,2237,Trust
2016-12-28,586,Devon
2016-12-28,277,Cornwall
2016-12-28,473,BNSSG
2016-12-28,124,Gloucestershire
2016-12-28,212,Somerset
2016-12-28,266,Wiltshire
2016-12-29,554,Devon
2016-12-29,140,Gloucestershire
2016-12-29,322,Dorset
2016-12-29,212,Somerset
2016-12-29,2223,Trust
2016-12-29,261,Wiltshire
2016-12-29,475,BNSSG
2016-12-29,258,Cornwall
2016-12-30,2246,Trust
2016-12-30,309,Dorset
2016-12-30,300,Wiltshire
2016-12-30,195,Somerset
2016-12-30,262,Cornwall
2016-12-30,159,Gloucestershire
2016-12-30,534,Devon
2016-12-30,482,BNSSG
2016-12-31,560,BNSSG
2016-12-31,209,Somerset
2016-12-31,338,Dorset
2016-12-31,2443,Trust
2016-12-31,591,Devon
2016-12-31,277,Cornwall
2016-12-31,169,Gloucestershire
2016-12-31,297,Wiltshire
2017-01-01,222,Somerset
2017-01-01,625,BNSSG
2017-01-01,629,Devon
2017-01-01,287,Cornwall
2017-01-01,376,Wiltshire
2017-01-01,2673,Trust
2017-01-01,377,Dorset
2017-01-01,155,Gloucestershire
2017-01-02,314,Dorset
2017-01-02,250,Cornwall
2017-01-02,2340,Trust
2017-01-02,536,BNSSG
2017-01-02,560,Devon
2017-01-02,334,Wiltshire
2017-01-02,203,Somerset
2017-01-02,141,Gloucestershire
2017-01-03,568,Devon
2017-01-03,299,Wiltshire
2017-01-03,2280,Trust
2017-01-03,147,Gloucestershire
2017-01-03,262,Cornwall
2017-01-03,293,Dorset
2017-01-03,509,BNSSG
2017-01-03,200,Somerset
2017-01-04,144,Gloucestershire
2017-01-04,446,BNSSG
2017-01-04,545,Devon
2017-01-04,315,Dorset
2017-01-04,2220,Trust
2017-01-04,265,Cornwall
2017-01-04,207,Somerset
2017-01-04,298,Wiltshire
2017-01-05,509,Devon
2017-01-05,119,Gloucestershire
2017-01-05,305,Dorset
2017-01-05,213,Somerset
2017-01-05,282,Wiltshire
2017-01-05,233,Cornwall
2017-01-05,466,BNSSG
2017-01-05,2128,Trust
2017-01-06,500,Devon
2017-01-06,464,BNSSG
2017-01-06,310,Dorset
2017-01-06,273,Wiltshire
2017-01-06,248,Cornwall
2017-01-06,2114,Trust
2017-01-06,146,Gloucestershire
2017-01-06,168,Somerset
2017-01-07,140,Gloucestershire
2017-01-07,261,Cornwall
2017-01-07,206,Somerset
2017-01-07,496,BNSSG
2017-01-07,564,Devon
2017-01-07,2303,Trust
2017-01-07,307,Wiltshire
2017-01-07,324,Dorset
2017-01-08,314,Wiltshire
2017-01-08,327,Dorset
2017-01-08,492,BNSSG
2017-01-08,2259,Trust
2017-01-08,252,Cornwall
2017-01-08,197,Somerset
2017-01-08,524,Devon
2017-01-08,148,Gloucestershire
2017-01-09,279,Wiltshire
2017-01-09,232,Cornwall
2017-01-09,147,Gloucestershire
2017-01-09,198,Somerset
2017-01-09,545,Devon
2017-01-09,2211,Trust
2017-01-09,315,Dorset
2017-01-09,492,BNSSG
2017-01-10,204,Cornwall
2017-01-10,446,BNSSG
2017-01-10,484,Devon
2017-01-10,303,Dorset
2017-01-10,203,Somerset
2017-01-10,270,Wiltshire
2017-01-10,117,Gloucestershire
2017-01-10,2030,Trust
2017-01-11,459,BNSSG
2017-01-11,138,Gloucestershire
2017-01-11,199,Somerset
2017-01-11,479,Devon
2017-01-11,284,Dorset
2017-01-11,2043,Trust
2017-01-11,212,Cornwall
2017-01-11,269,Wiltshire
2017-01-12,192,Somerset
2017-01-12,127,Gloucestershire
2017-01-12,285,Wiltshire
2017-01-12,290,Dorset
2017-01-12,459,Devon
2017-01-12,200,Cornwall
2017-01-12,1984,Trust
2017-01-12,430,BNSSG
2017-01-13,284,Dorset
2017-01-13,2066,Trust
2017-01-13,257,Wiltshire
2017-01-13,434,BNSSG
2017-01-13,515,Devon
2017-01-13,252,Cornwall
2017-01-13,129,Gloucestershire
2017-01-13,194,Somerset
2017-01-14,522,Devon
2017-01-14,134,Gloucestershire
2017-01-14,226,Cornwall
2017-01-14,293,Dorset
2017-01-14,340,Wiltshire
2017-01-14,488,BNSSG
2017-01-14,199,Somerset
2017-01-14,2204,Trust
2017-01-15,513,Devon
2017-01-15,2243,Trust
2017-01-15,206,Somerset
2017-01-15,298,Wiltshire
2017-01-15,322,Dorset
2017-01-15,160,Gloucestershire
2017-01-15,496,BNSSG
2017-01-15,247,Cornwall
2017-01-16,120,Gloucestershire
2017-01-16,471,BNSSG
2017-01-16,2159,Trust
2017-01-16,525,Devon
2017-01-16,298,Wiltshire
2017-01-16,219,Cornwall
2017-01-16,192,Somerset
2017-01-16,333,Dorset
2017-01-17,188,Somerset
2017-01-17,477,Devon
2017-01-17,425,BNSSG
2017-01-17,1990,Trust
2017-01-17,310,Dorset
2017-01-17,198,Cornwall
2017-01-17,272,Wiltshire
2017-01-17,117,Gloucestershire
2017-01-18,428,BNSSG
2017-01-18,293,Dorset
2017-01-18,254,Wiltshire
2017-01-18,127,Gloucestershire
2017-01-18,156,Somerset
2017-01-18,197,Cornwall
2017-01-18,1952,Trust
2017-01-18,493,Devon
2017-01-19,179,Somerset
2017-01-19,299,Dorset
2017-01-19,122,Gloucestershire
2017-01-19,440,BNSSG
2017-01-19,492,Devon
2017-01-19,212,Cornwall
2017-01-19,268,Wiltshire
2017-01-19,2015,Trust
2017-01-20,127,Gloucestershire
2017-01-20,472,BNSSG
2017-01-20,233,Cornwall
2017-01-20,269,Dorset
2017-01-20,508,Devon
2017-01-20,2055,Trust
2017-01-20,269,Wiltshire
2017-01-20,175,Somerset
2017-01-21,297,Wiltshire
2017-01-21,2261,Trust
2017-01-21,136,Gloucestershire
2017-01-21,206,Somerset
2017-01-21,495,BNSSG
2017-01-21,250,Cornwall
2017-01-21,544,Devon
2017-01-21,333,Dorset
2017-01-22,245,Cornwall
2017-01-22,138,Gloucestershire
2017-01-22,312,Wiltshire
2017-01-22,568,Devon
2017-01-22,320,Dorset
2017-01-22,196,Somerset
2017-01-22,508,BNSSG
2017-01-22,2289,Trust
2017-01-23,189,Somerset
2017-01-23,210,Cornwall
2017-01-23,444,BNSSG
2017-01-23,339,Dorset
2017-01-23,551,Devon
2017-01-23,2176,Trust
2017-01-23,123,Gloucestershire
2017-01-23,316,Wiltshire
2017-01-24,436,BNSSG
2017-01-24,310,Dorset
2017-01-24,314,Wiltshire
2017-01-24,242,Cornwall
2017-01-24,2146,Trust
2017-01-24,491,Devon
2017-01-24,137,Gloucestershire
2017-01-24,215,Somerset
2017-01-25,293,Wiltshire
2017-01-25,502,Devon
2017-01-25,257,Cornwall
2017-01-25,126,Gloucestershire
2017-01-25,192,Somerset
2017-01-25,453,BNSSG
2017-01-25,300,Dorset
2017-01-25,2125,Trust
2017-01-26,446,BNSSG
2017-01-26,166,Somerset
2017-01-26,2062,Trust
2017-01-26,304,Dorset
2017-01-26,285,Wiltshire
2017-01-26,241,Cornwall
2017-01-26,485,Devon
2017-01-26,132,Gloucestershire
2017-01-27,2155,Trust
2017-01-27,450,BNSSG
2017-01-27,137,Gloucestershire
2017-01-27,306,Wiltshire
2017-01-27,243,Cornwall
2017-01-27,190,Somerset
2017-01-27,514,Devon
2017-01-27,311,Dorset
2017-01-28,152,Gloucestershire
2017-01-28,2335,Trust
2017-01-28,193,Somerset
2017-01-28,589,Devon
2017-01-28,332,Dorset
2017-01-28,330,Wiltshire
2017-01-28,487,BNSSG
2017-01-28,248,Cornwall
2017-01-29,198,Somerset
2017-01-29,332,Wiltshire
2017-01-29,544,Devon
2017-01-29,504,BNSSG
2017-01-29,2289,Trust
2017-01-29,135,Gloucestershire
2017-01-29,248,Cornwall
2017-01-29,326,Dorset
2017-01-30,540,BNSSG
2017-01-30,2361,Trust
2017-01-30,204,Somerset
2017-01-30,146,Gloucestershire
2017-01-30,355,Dorset
2017-01-30,303,Wiltshire
2017-01-30,260,Cornwall
2017-01-30,553,Devon
2017-01-31,240,Cornwall
2017-01-31,2164,Trust
2017-01-31,144,Gloucestershire
2017-01-31,304,Wiltshire
2017-01-31,323,Dorset
2017-01-31,209,Somerset
2017-01-31,449,BNSSG
2017-01-31,491,Devon
2017-02-01,147,Gloucestershire
2017-02-01,254,Cornwall
2017-02-01,311,Wiltshire
2017-02-01,333,Dorset
2017-02-01,2207,Trust
2017-02-01,452,BNSSG
2017-02-01,181,Somerset
2017-02-01,527,Devon
2017-02-02,559,Devon
2017-02-02,191,Somerset
2017-02-02,272,Wiltshire
2017-02-02,2216,Trust
2017-02-02,255,Cornwall
2017-02-02,478,BNSSG
2017-02-02,131,Gloucestershire
2017-02-02,330,Dorset
2017-02-03,322,Dorset
2017-02-03,2132,Trust
2017-02-03,459,BNSSG
2017-02-03,126,Gloucestershire
2017-02-03,284,Wiltshire
2017-02-03,223,Cornwall
2017-02-03,189,Somerset
2017-02-03,528,Devon
2017-02-04,486,BNSSG
2017-02-04,339,Dorset
2017-02-04,145,Gloucestershire
2017-02-04,2381,Trust
2017-02-04,591,Devon
2017-02-04,242,Cornwall
2017-02-04,222,Somerset
2017-02-04,351,Wiltshire
2017-02-05,177,Somerset
2017-02-05,566,Devon
2017-02-05,2281,Trust
2017-02-05,303,Dorset
2017-02-05,491,BNSSG
2017-02-05,267,Cornwall
2017-02-05,320,Wiltshire
2017-02-05,154,Gloucestershire
2017-02-06,183,Somerset
2017-02-06,128,Gloucestershire
2017-02-06,239,Cornwall
2017-02-06,508,Devon
2017-02-06,437,BNSSG
2017-02-06,2102,Trust
2017-02-06,314,Dorset
2017-02-06,287,Wiltshire
2017-02-07,2091,Trust
2017-02-07,459,BNSSG
2017-02-07,214,Cornwall
2017-02-07,179,Somerset
2017-02-07,491,Devon
2017-02-07,328,Dorset
2017-02-07,278,Wiltshire
2017-02-07,141,Gloucestershire
2017-02-08,188,Somerset
2017-02-08,246,Cornwall
2017-02-08,140,Gloucestershire
2017-02-08,424,BNSSG
